,Sentence,Score
i hate that limit.,0.017875751503006014,0.017875751503006014
she made my sister cry too hahah.,0.017875751503006014,0.017875751503006014
school is expensive.,0.017875751503006014,0.017875751503006014
i`ll do whatev,0.017875751503006014,0.017875751503006014
how was the weekend?,0.017955911823647294,0.017955911823647294
they are all sleeping cuz they live on the east coast.,0.017955911823647294,0.017955911823647294
butineedhelp ive finished 4th year!!!,0.017955911823647294,0.017955911823647294
who wants to join us?,0.017955911823647294,0.017955911823647294
keep it up guys!,0.017955911823647294,0.017955911823647294
when do the stars come out??,0.018036072144288574,0.018036072144288574
hello gorgeous girl!,0.018036072144288578,0.018036072144288578
he`s growing up too fast.....,0.018036072144288578,0.018036072144288578
very relaxing thank you.,0.018116232464929858,0.018116232464929858
http://bit.ly/lhgz2 all ready for costume making!,0.018116232464929858,0.018116232464929858
they used to be awesome.,0.018116232464929858,0.018116232464929858
everyone makes mistakes.,0.018116232464929858,0.018116232464929858
jonas is awesome!,0.018116232464929858,0.018116232464929858
i hate england.,0.01811623246492986,0.01811623246492986
<3 give a hater a hug ?,0.01811623246492986,0.01811623246492986
found any decently priced breakfast yet?,0.01811623246492986,0.01811623246492986
watched the white house dinner speech by barack.,0.01811623246492986,0.01811623246492986
"i hate closing, eek.",0.01811623246492986,0.01811623246492986
watching the hulk!,0.01819639278557114,0.01819639278557114
you`re fast.,0.01819639278557114,0.01819639278557114
just finished taking world geograhy final!!!,0.018196392785571145,0.018196392785571145
whoop whoop at the dentist for hopes first check up.,0.018276553106212425,0.018276553106212425
that sucks hard!,0.018276553106212425,0.018276553106212425
"yes babe,",0.018276553106212425,0.018276553106212425
"yes, that does sound like a distinct advantage.",0.018276553106212425,0.018276553106212425
"thank you for approving my application at the twa forum, honey.",0.018276553106212425,0.018276553106212425
my feet are cold.....,0.018276553106212425,0.018276553106212425
did you break 5 digits yet?,0.018276553106212425,0.018276553106212425
weekend standby duty??????????????????????????????????????????????????,0.018276553106212425,0.018276553106212425
perfectly completed my weekend.,0.018356713426853705,0.018356713426853705
fail.    ,0.018356713426853705,0.018356713426853705
end up taking glasses off to read close up.,0.018356713426853705,0.018356713426853705
you write a song without your guitar?,0.01835671342685371,0.01835671342685371
"hey girlie, how are you doing?     ",0.01835671342685371,0.01835671342685371
a 25 year old zebra with wind?,0.01835671342685371,0.01835671342685371
i keep thinking about food!,0.01843687374749499,0.01843687374749499
come to australia again!!!,0.018517034068136273,0.018517034068136273
poor thing.,0.018517034068136273,0.018517034068136273
i hate electronics is stressin h-core.,0.018517034068136273,0.018517034068136273
"color drawing, here i come.",0.018597194388777553,0.018597194388777553
next flight that is under 100 i am there!,0.018597194388777553,0.018597194388777553
"n_wilson c`mon, i like the superpower explanation better!",0.018597194388777556,0.018597194388777556
the girl in the hair salon asked me 'shall i trim your eyebrows!',0.018677354709418836,0.018677354709418836
might just have to watch the disney channel instead.,0.01867735470941884,0.01867735470941884
"umm after school , at subway w.",0.01867735470941884,0.01867735470941884
i hate living here!,0.01867735470941884,0.01867735470941884
who watched x-men origins: wolverine?,0.018757515030060117,0.018757515030060117
making margaritas and about to watch milk.,0.01875751503006012,0.01875751503006012
it definitely was the show and not the drink!!,0.01875751503006012,0.01875751503006012
its 1 am already?,0.018757515030060123,0.018757515030060123
on the dirty school bathroom floor.,0.018757515030060123,0.018757515030060123
bored fixed the internet for my dad,0.018837675350701404,0.018837675350701404
who needs tickets for may 15th?,0.018837675350701404,0.018837675350701404
unfortunately it won`t get here until the end of june.,0.018837675350701404,0.018837675350701404
fl girls are missing ya!,0.018917835671342684,0.018917835671342684
watch a lot of dvd on my laptop !!!,0.018917835671342687,0.018917835671342687
i hate it when that happens!!,0.018917835671342687,0.018917835671342687
i hate when that happens!,0.018917835671342687,0.018917835671342687
i hate it when that happens.,0.018917835671342687,0.018917835671342687
brad we should be at olympic village watching this.,0.018997995991983967,0.018997995991983967
everyone keep her in your prayers.,0.018997995991983967,0.018997995991983967
in school ; with victoria & bryan (: _,0.018997995991983967,0.018997995991983967
"yes, on facebook!",0.018997995991983967,0.018997995991983967
loved the `cow bell` bit towards the end.,0.018997995991983967,0.018997995991983967
omg amazing twist!,0.018997995991983967,0.018997995991983967
shame i have revision though.,0.01899799599198397,0.01899799599198397
you`re a real ****.,0.01907815631262525,0.01907815631262525
make me soup?,0.01907815631262525,0.01907815631262525
actually people were more decisive than that.,0.01907815631262525,0.01907815631262525
i wanna play dnd,0.019158316633266535,0.019158316633266535
whats up?,0.019158316633266535,0.019158316633266535
whats up?,0.019158316633266535,0.019158316633266535
whats up ?,0.019158316633266535,0.019158316633266535
cold coffee from yesterday.,0.019158316633266535,0.019158316633266535
i s?,0.019158316633266535,0.019158316633266535
whats is up with me!,0.019158316633266535,0.019158316633266535
britta says she wants to have lunch with you too,0.019238476953907815,0.019238476953907815
you guys are amazing!,0.019238476953907815,0.019238476953907815
what is wrong with me?    ,0.019238476953907815,0.019238476953907815
taco bell with the tramp!yesssssir found which exit to take.,0.019238476953907815,0.019238476953907815
but i dunnooooooo :s me,0.019238476953907818,0.019238476953907818
better bro,0.019238476953907818,0.019238476953907818
i hate revision!,0.019238476953907818,0.019238476953907818
"whoah, slow down, you`re filling my screen!",0.019318637274549095,0.019318637274549095
re-direct that energy into creating men`s jewelry.    and frequent walks too.,0.019318637274549095,0.019318637274549095
that`s why.,0.0193186372745491,0.0193186372745491
ok i believe,0.0193186372745491,0.0193186372745491
the way i like it !,0.0193186372745491,0.0193186372745491
thats unlucky .,0.0193186372745491,0.0193186372745491
so that`s him.,0.0193186372745491,0.0193186372745491
thats harsh!!!,0.0193186372745491,0.0193186372745491
"random people, but okay!",0.0193186372745491,0.0193186372745491
no way!!!!,0.0193186372745491,0.0193186372745491
that sounds cool!,0.0193186372745491,0.0193186372745491
of high school.,0.0193186372745491,0.0193186372745491
had to eat my sandwhich since guys were in a meeting.,0.0193186372745491,0.0193186372745491
i`ll just have to sign up for karate someplace else!!,0.019318637274549102,0.019318637274549102
"sri lanka is a spiritual place, yes?",0.01939879759519038,0.01939879759519038
that sucks to hear.,0.01939879759519038,0.01939879759519038
but you`re not online!?,0.019398797595190382,0.019398797595190382
that`s greeeeeat!,0.019398797595190382,0.019398797595190382
i recommend getting the spicey buffalo chicken salad!,0.019398797595190385,0.019398797595190385
let`s find something quickly.,0.019478957915831662,0.019478957915831662
and enjoy the holiday (uk) about to leave the fights.,0.019478957915831662,0.019478957915831662
"hey, not anymore.",0.019478957915831662,0.019478957915831662
you should hate your gender less.,0.019478957915831666,0.019478957915831666
tweet please.,0.019559118236472946,0.019559118236472946
missing tayla neil just picked me up for the show.,0.019559118236472946,0.019559118236472946
sees the finish line disappearing in a plethora of emails!!!    ,0.019559118236472946,0.019559118236472946
just saw star trek.,0.019559118236472946,0.019559118236472946
"so excited ****, we have some kind of bugs in our house.",0.019639278557114226,0.019639278557114226
"in y!m, when you sign in and sign out repeatedly, you`re not annoying.",0.01963927855711423,0.01963927855711423
people keep textin me!!!,0.01963927855711423,0.01963927855711423
check it out i`ve submitted my comment .,0.01963927855711423,0.01963927855711423
you mean the post concert blues ;) *,0.01963927855711423,0.01963927855711423
welcome to the real world!!!,0.01963927855711423,0.01963927855711423
"hi man,",0.01963927855711423,0.01963927855711423
i thought it was already winter.,0.019719438877755513,0.019719438877755513
best game app!,0.019719438877755513,0.019719438877755513
i`ll cross my fingers for you _butler,0.019719438877755513,0.019719438877755513
i can barely even tweet.,0.019719438877755513,0.019719438877755513
i wanna be out in the sunshineeeeeee i went to the doctor.,0.019799599198396793,0.019799599198396793
did you mean to start 'following' me?,0.019799599198396793,0.019799599198396793
"welcome, found her yesterday by accident.",0.019799599198396793,0.019799599198396793
you should have gone with us to the bird park.,0.019799599198396793,0.019799599198396793
you look amazing in them.,0.019799599198396793,0.019799599198396793
trying to figure something out here,0.019799599198396793,0.019799599198396793
i hate traffic.,0.019799599198396797,0.019799599198396797
"soooo tired, bye.",0.019879759519038077,0.019879759519038077
oouchhhh i just pinched my own **** by accident trying to fix my top _angel84 awww,0.019959919839679357,0.019959919839679357
is on her way to seattle!,0.01995991983967936,0.01995991983967936
"btw, the name of my mix is 'damn the man!",0.01995991983967936,0.01995991983967936
that`s odd.,0.01995991983967936,0.01995991983967936
best of luck juan pelota.,0.01995991983967936,0.01995991983967936
hey what`s up?,0.01995991983967936,0.01995991983967936
xoxo    they closed all three locations.,0.02004008016032064,0.02004008016032064
no money..... at least not for bakugan reached bangalore!!,0.020040080160320644,0.020040080160320644
#caffeine disappointed she didn`t win teh glassez.,0.020040080160320644,0.020040080160320644
doing more uni assignments watching jackass.,0.020040080160320644,0.020040080160320644
zol i would like to make a comment about the password,0.020120240480961924,0.020120240480961924
isn`t he awesome??,0.020120240480961924,0.020120240480961924
but omg mummy bought me ice-cream!,0.020120240480961924,0.020120240480961924
on my way to get the crate and bella dolce!!!!,0.020120240480961928,0.020120240480961928
on our way to st. martin!!!,0.020200400801603204,0.020200400801603204
laying in bed texting.,0.020200400801603204,0.020200400801603204
is it friday yet?,0.020200400801603208,0.020200400801603208
aw thank you.,0.020200400801603208,0.020200400801603208
hate him lots.,0.020200400801603208,0.020200400801603208
free stuff is always a plus.,0.020280561122244488,0.020280561122244488
i was hoping to get a book for the missus but exclusive books are closed wow!,0.020280561122244488,0.020280561122244488
i haven`t been out with my friends since sunday!,0.020280561122244488,0.020280561122244488
but we can make it happen!,0.020280561122244488,0.020280561122244488
sunshine all weekend,0.02036072144288577,0.02036072144288577
we aren`t wearing dark grungy though!,0.02036072144288577,0.02036072144288577
just so many kinds of awesome!,0.020440881763527055,0.020440881763527055
have you managed to breathe since getting the news?,0.020440881763527055,0.020440881763527055
needs a non-long distance boyfriend/girlfriend.,0.020440881763527055,0.020440881763527055
"oopsie, the origami box i just made looks like a strawberry!",0.020440881763527055,0.020440881763527055
i hate change he switches off his cellphone!!,0.02044088176352706,0.02044088176352706
the race to erase ms is this week.,0.02052104208416834,0.02052104208416834
artery tomorrow.,0.02052104208416834,0.02052104208416834
xxxxxxxxxxxxxxxxx alcohol makes me tired.,0.02060120240480962,0.02060120240480962
t-minus 22 days til cuuuba!!,0.02060120240480962,0.02060120240480962
glad everything is okay.,0.02060120240480962,0.02060120240480962
awwwwwwww man my baby dried up.,0.02060120240480962,0.02060120240480962
it didn`t help.,0.020681362725450902,0.020681362725450902
and sleep?,0.020681362725450902,0.020681362725450902
ahh sore throat and tired.,0.020681362725450902,0.020681362725450902
sleep.,0.020681362725450902,0.020681362725450902
i`ve missed her.,0.020681362725450902,0.020681362725450902
no sleep.,0.020681362725450902,0.020681362725450902
cannot sleep.,0.020681362725450902,0.020681362725450902
life sucks!!!!!!!!!!,0.020761523046092183,0.020761523046092183
better get used to it.,0.020761523046092186,0.020761523046092186
"my, youï¿½re brave on my way to the airport!",0.020761523046092186,0.020761523046092186
i hate not being able to breathe!,0.020761523046092186,0.020761523046092186
would it be nicer if i just sleep?,0.020761523046092186,0.020761523046092186
my best friend is coming!excited _,0.020761523046092186,0.020761523046092186
graduation in a week!,0.02084168336673347,0.02084168336673347
watching gross point blank.,0.02092184368737475,0.02092184368737475
totally sucks my face an my arms.,0.02092184368737475,0.02092184368737475
atleast i already said to that person the truth.,0.02092184368737475,0.02092184368737475
it would be funny though.,0.021002004008016033,0.021002004008016033
any tips for someone who has only made it 52 on flight control?,0.021002004008016033,0.021002004008016033
yep trying to beat the cold winter.,0.021002004008016033,0.021002004008016033
you`re an hour ahead of me here.,0.021082164328657314,0.021082164328657314
make me tea pleaseeeeeeeeeee _marie1,0.021082164328657317,0.021082164328657317
may the fourth be with you too listening to faith spirituality and,0.021082164328657317,0.021082164328657317
its so nice out!,0.021162324649298597,0.021162324649298597
nice!,0.021162324649298597,0.021162324649298597
nice!,0.021162324649298597,0.021162324649298597
nice.,0.021162324649298597,0.021162324649298597
re: http://ff.im/3lqux hopes whoever stole my purse and money gets what is coming to them @_anh,0.021162324649298597,0.021162324649298597
i was nice!!,0.021162324649298597,0.021162324649298597
episode 14 here i come!,0.021162324649298597,0.021162324649298597
nice!,0.021162324649298597,0.021162324649298597
"x up, i slept in till 11.02 !!!",0.02124248496993988,0.02124248496993988
toasting what seems to be 100 waffles for the 4 farmer kids.,0.02132264529058116,0.02132264529058116
fresh change from hearing i write sins hey!!??,0.02132264529058116,0.02132264529058116
i`ve subscribed and following your tweets.,0.02132264529058116,0.02132264529058116
"their being optimistic finally gone to the beach, yeaaaah!",0.02140280561122244,0.02140280561122244
too bad,0.021402805611222445,0.021402805611222445
i should be out lapit na ko magout.,0.021402805611222445,0.021402805611222445
that was quite hard to watch which do you prefer?,0.021402805611222445,0.021402805611222445
too bad!,0.021402805611222445,0.021402805611222445
it was pretty cool.,0.021402805611222445,0.021402805611222445
too bad,0.021402805611222445,0.021402805611222445
not bad.,0.021402805611222445,0.021402805611222445
too bad,0.021402805611222445,0.021402805611222445
http://twitpic.com/4fzo7 - when you`ll come in bulgaria???,0.021482965931863725,0.021482965931863725
mom is in the hospital stupid alarm!!,0.021482965931863725,0.021482965931863725
i`ll be sleeping.,0.021482965931863728,0.021482965931863728
"bathing with two little angels, keyla and janice.",0.021482965931863728,0.021482965931863728
sunburn`s bad!,0.021482965931863728,0.021482965931863728
i am up and feeling pretty **** gud!,0.021482965931863728,0.021482965931863728
"yeah,",0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah !,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah!,0.02156312625250501,0.02156312625250501
yeah.,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
"yeah,",0.02156312625250501,0.02156312625250501
"yeah,",0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
"yeah,",0.02156312625250501,0.02156312625250501
"yeah,",0.02156312625250501,0.02156312625250501
yeah.,0.02156312625250501,0.02156312625250501
yeah.,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah!,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah.,0.02156312625250501,0.02156312625250501
"yeah,",0.02156312625250501,0.02156312625250501
"yeah,",0.02156312625250501,0.02156312625250501
lonely weekend ahead.,0.02156312625250501,0.02156312625250501
yeah!,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
"yeah,",0.02156312625250501,0.02156312625250501
"yeah,",0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
it was nice knowing you,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
"yeah,",0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
"yeah,",0.02156312625250501,0.02156312625250501
yeah they are!,0.02156312625250501,0.02156312625250501
yeah -,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
"yeah,",0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
"yeah,",0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
"and yeah,",0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah.,0.02156312625250501,0.02156312625250501
yeah.,0.02156312625250501,0.02156312625250501
"yeah,",0.02156312625250501,0.02156312625250501
"yeah,",0.02156312625250501,0.02156312625250501
"yeah,",0.02156312625250501,0.02156312625250501
yeah!,0.02156312625250501,0.02156312625250501
"wow,that must be sooo",0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
"yeah,",0.02156312625250501,0.02156312625250501
yeah.,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah.,0.02156312625250501,0.02156312625250501
yeah!,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
"yeah,",0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
and you never made wontons for me again.,0.02156312625250501,0.02156312625250501
yeah!,0.02156312625250501,0.02156312625250501
yeah!,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah!,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah!,0.02156312625250501,0.02156312625250501
"yeah,",0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
yeah!,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
"yeah,",0.02156312625250501,0.02156312625250501
"yeah,",0.02156312625250501,0.02156312625250501
yes hindustan rocks dude!,0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
"yeah,",0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
"yeah ,",0.02156312625250501,0.02156312625250501
yeah!,0.02156312625250501,0.02156312625250501
yeah !,0.02156312625250501,0.02156312625250501
"yeah,",0.02156312625250501,0.02156312625250501
"yeah,",0.02156312625250501,0.02156312625250501
yeah,0.02156312625250501,0.02156312625250501
that poor girl on bgt.,0.021563126252505012,0.021563126252505012
that`d be pretty cool.,0.021563126252505012,0.021563126252505012
yeah surrrrrously.,0.021643286573146292,0.021643286573146292
florida should be nice.,0.021643286573146292,0.021643286573146292
loves him but most importantly loves my mom!,0.021643286573146292,0.021643286573146292
yeah daw.,0.021723446893787572,0.021723446893787572
i`ll be a redhead again in a few weeks.,0.021723446893787576,0.021723446893787576
"i did ok, i guess.",0.02180360721442886,0.02180360721442886
i`ll hit you up.,0.02180360721442886,0.02180360721442886
enjoy it though.,0.02180360721442886,0.02180360721442886
out tonight?,0.02180360721442886,0.02180360721442886
i have become my mothers slave.,0.02180360721442886,0.02180360721442886
you realllllllllly just said that didn`t you?,0.02180360721442886,0.02180360721442886
i certainly did _tarrant nice!,0.02188376753507014,0.02188376753507014
they`re my guilty pleasure like shopping    _,0.02188376753507014,0.02188376753507014
in case you missed it on my fb status: looking for maui hotel recommendations.,0.021963927855711423,0.021963927855711423
i plead temporary insanity for agreeing to a metric century cycling event tomorrow.,0.021963927855711423,0.021963927855711423
is a bit tired.,0.021963927855711423,0.021963927855711423
would it be the pradas or the dunks tonight??,0.021963927855711423,0.021963927855711423
"talented, yeah.",0.022044088176352703,0.022044088176352703
"yay for seattle, boo for matt leaving.",0.022044088176352703,0.022044088176352703
would never have thought he was into the icarly version of beanie babies.,0.022044088176352703,0.022044088176352703
thank god!,0.022044088176352707,0.022044088176352707
thank god,0.022044088176352707,0.022044088176352707
thank god,0.022044088176352707,0.022044088176352707
heartz watching dr. phil`s special on same-**** marriage.,0.02204408817635271,0.02204408817635271
i wanna watch that also.,0.022124248496993987,0.022124248496993987
i gather you guys continued the drinking after i left?,0.022124248496993987,0.022124248496993987
you are coming to berlin    ! !,0.022124248496993987,0.022124248496993987
greys anatomy on tonight . . . . .,0.02212424849699399,0.02212424849699399
busy weekend!,0.02220440881763527,0.02220440881763527
my right,0.02220440881763527,0.02220440881763527
yeah i replied!!,0.02228456913827655,0.02228456913827655
and it lasts way past my bedtime!,0.022284569138276554,0.022284569138276554
okay thank you!,0.022364729458917834,0.022364729458917834
why have i not heard of said show?,0.022364729458917834,0.022364729458917834
#tcot #right whoohoo!,0.022364729458917838,0.022364729458917838
watching the office.........,0.022444889779559118,0.022444889779559118
ily has made up her mind.....,0.022444889779559118,0.022444889779559118
tweet y`all soon!,0.02244488977955912,0.02244488977955912
has just finished watching masterchef.,0.02244488977955912,0.02244488977955912
download available tomorrow,0.0225250501002004,0.0225250501002004
i may just start saying that.,0.0225250501002004,0.0225250501002004
i am so excited you`re touring with fotc!,0.0225250501002004,0.0225250501002004
http://twitpic.com/4jk6b not babysitting tonight.,0.0225250501002004,0.0225250501002004
i hate bein ill!!,0.0225250501002004,0.0225250501002004
"there is never anything on tv, on sundays.",0.02260521042084168,0.02260521042084168
youtube isn`t working again.,0.02260521042084168,0.02260521042084168
so long as they hold your wine without tipping.,0.02260521042084168,0.02260521042084168
hello school again.,0.022605210420841685,0.022605210420841685
you`re missing the devil wears prada!!!!!,0.022605210420841685,0.022605210420841685
welcome to two months ago!,0.022605210420841685,0.022605210420841685
"woofers, i knew it was you lots of noisy peeps outside taking care of yucky stuff.",0.022605210420841685,0.022605210420841685
strangers become friends yay!,0.022685370741482965,0.022685370741482965
"i`ll vote anyway, hmpf.",0.02268537074148297,0.02268537074148297
graduation tomorrow.,0.02268537074148297,0.02268537074148297
they have two days off.,0.02268537074148297,0.02268537074148297
school then game,0.02268537074148297,0.02268537074148297
the newest versions are not any better off to class.,0.02276553106212425,0.02276553106212425
nice yo!!!,0.02276553106212425,0.02276553106212425
"but i just moved away from london according to , a quarter of families under six live in poverty.",0.022765531062124252,0.022765531062124252
cause you`re so ugly.,0.02284569138276553,0.02284569138276553
"yeah, a few peeps.",0.02284569138276553,0.02284569138276553
i hate everything collage.,0.022925851703406816,0.022925851703406816
nooooooooo      there goes my weekend!,0.023006012024048096,0.023006012024048096
i thought it was pretty funny too!,0.023006012024048096,0.023006012024048096
what should i cook tonight?,0.02308617234468938,0.02308617234468938
it was out of our way omgeee that hurt like helll.,0.02308617234468938,0.02308617234468938
"you`re missing out, bb!",0.02316633266533066,0.02316633266533066
student life is a piss take!,0.023166332665330663,0.023166332665330663
dads should ask their 22 year old sons before drinking.,0.02324649298597194,0.02324649298597194
it would be amazing if we could meet us in germany!,0.02324649298597194,0.02324649298597194
rickbaker24 follow me please.,0.023246492985971944,0.023246492985971944
"you follow me , i follow you.",0.023246492985971944,0.023246492985971944
you`re coming tmr!,0.023246492985971944,0.023246492985971944
hard though isn`****?!,0.023246492985971947,0.023246492985971947
about to watch star trek!,0.023326653306613227,0.023326653306613227
press `ctrl` on bottom right.,0.023326653306613227,0.023326653306613227
you better believe it.,0.02340681362725451,0.02340681362725451
whyyyyy make it stop.,0.02340681362725451,0.02340681362725451
and honestly i wanna live somewhere with snow!!,0.02348697394789579,0.02348697394789579
ok this is a lot more boring,0.023567134268537075,0.023567134268537075
you`re my baby!,0.023567134268537075,0.023567134268537075
six feet under theme is on jjj is doing boring accounts stuff what happened to the weather??,0.023647294589178355,0.023647294589178355
right: this is your brain on drugs.,0.023647294589178355,0.023647294589178355
would be nice to have a photo!,0.02372745490981964,0.02372745490981964
not all men are bad.,0.02372745490981964,0.02372745490981964
you`ve been working so hard on it!,0.02372745490981964,0.02372745490981964
_2,0.023807615230460922,0.023807615230460922
you`re so welcome!,0.023807615230460922,0.023807615230460922
your blog won`t let me post a comment.,0.023807615230460922,0.023807615230460922
"i`ve had that 'problem' too, being charmed fast, i mean.",0.023887775551102202,0.023887775551102202
all you have to do is have your boyfriend say something for me,0.023887775551102206,0.023887775551102206
finally done editing my friendster account.,0.023967935871743486,0.023967935871743486
someone would give a speech about loved ones in the hospital.,0.02396793587174349,0.02396793587174349
<3 cleaning my room and listening to britney.,0.024048096192384766,0.024048096192384766
sorry!,0.02404809619238477,0.02404809619238477
yeah text me!!!,0.02404809619238477,0.02404809619238477
sorry!,0.02404809619238477,0.02404809619238477
i am so sorry.,0.02404809619238477,0.02404809619238477
sorry,0.02404809619238477,0.02404809619238477
bad. flu.,0.02404809619238477,0.02404809619238477
sorry!,0.02404809619238477,0.02404809619238477
it is nice down there i sunburnt through factor 30 it does!,0.02404809619238477,0.02404809619238477
sorry,0.02404809619238477,0.02404809619238477
its finally working for me!!,0.02404809619238477,0.02404809619238477
sorry.,0.02404809619238477,0.02404809619238477
sorry!,0.02404809619238477,0.02404809619238477
you guys finish a month early than we do.,0.024048096192384773,0.024048096192384773
"nice wedding ring, shiny!",0.02412825651302605,0.02412825651302605
yeah wtf with that?,0.02412825651302605,0.02412825651302605
"sorry, corny!",0.024128256513026053,0.024128256513026053
sorry abang.,0.024128256513026053,0.024128256513026053
"hell, my itunes music library is even bipolar!",0.024128256513026053,0.024128256513026053
almost weekend.,0.024128256513026053,0.024128256513026053
you probably haven`t the build for it though.,0.024128256513026053,0.024128256513026053
and by music i meant awesome christian artists.,0.024208416833667333,0.024208416833667333
it puts me in a bad mood.,0.024208416833667333,0.024208416833667333
is watching the cat in the hat upsidedown tomato plants died!,0.024208416833667333,0.024208416833667333
i remember it na,0.024208416833667333,0.024208416833667333
just found out that mad men season 3 is delayed until august.,0.024208416833667333,0.024208416833667333
hoping i didn`t fail english.,0.024208416833667333,0.024208416833667333
i has flooding finally have a working (subbed!),0.024208416833667337,0.024208416833667337
i`ll just eat.,0.024208416833667337,0.024208416833667337
is the best for bringing me along chatted with my old schoolmates.,0.024208416833667337,0.024208416833667337
yeah i meant mall!,0.024288577154308613,0.024288577154308613
next song to be axed by me ombra mai,0.024288577154308617,0.024288577154308617
you`re amazing,0.024288577154308617,0.024288577154308617
tweet tweet tweet!!!!!!,0.02428857715430862,0.02428857715430862
i won`t say what happened!,0.02428857715430862,0.02428857715430862
i can only imagine what you`re looking at!!,0.0243687374749499,0.0243687374749499
be sure to say i,0.02444889779559118,0.02444889779559118
_paige aww hey!,0.02444889779559118,0.02444889779559118
i wanted to beta test but saw the thread after the results were announced mashup monday!,0.024529058116232464,0.024529058116232464
come drink my cristal with me hates these khaki pants!,0.024529058116232464,0.024529058116232464
no 2 dollar salads here _louise,0.024529058116232464,0.024529058116232464
i didn`t get anything cpeven close.,0.024609218436873748,0.024609218436873748
"pavement is boiling hot out there, dogs were limping.    ",0.024609218436873748,0.024609218436873748
sorry rb is on ps3 for me _,0.024689378757515028,0.024689378757515028
even tho i almost died!,0.024689378757515028,0.024689378757515028
i guess you`re responding to me about dc.,0.02468937875751503,0.02468937875751503
sleep-fail.,0.02468937875751503,0.02468937875751503
i hate my arrival in the employee parking lot!,0.02468937875751503,0.02468937875751503
these boxes are _made_ for undernourished it professionals covering my portfolio to send to my *dream job* in ny!,0.02476953907815631,0.02476953907815631
im just 2,0.02476953907815631,0.02476953907815631
enjoy your weekend!,0.02476953907815631,0.02476953907815631
--please do snl every week!!,0.024769539078156315,0.024769539078156315
sorry mo.,0.024849699398797595,0.024849699398797595
watching because i said so!,0.024849699398797595,0.024849699398797595
that sucks!    ,0.024929859719438875,0.024929859719438875
