text,score
created a new album on my facebook for my phantom cross stitch  i want to track my own progress so i feel like i am getting something done,0.7832
the start of my day was finding a lump on my body... went to the hospital... apparently its nothing! fewfffff! bloodtests suck...  haha,0.555
"up,dressed, and out the house for 11 am on a sunday. off to see the fishy fishys",0.0
"i painted my nails metallic blue but iï¿½m really sure about how it looks, itï¿½s a pretty weird color!! i think itï¿½s cool",0.8799
" oh ok,thanks.dont know where the courthouse id either,i`ll learn though.any nkotb? twitter stole my pic again  it hates me",-0.4404
"all alone.  still watching tww, eating italian chocolate and solving logic puzzles.",0.1027
 i wish i couldn`t wrap my head around it  hopefully it`ll wake up some people that say/think 'racism doesn`t exist anymore',0.0772
 awwwh - i`m sorry  i hope you fell better - watch a film ?,0.6705
 bummer yo.  i`m starting up finals too soon...so i guess i`ll see you around the second week of june then.,-0.3818
"finally home! tp tetep, kurang 3bt buat shooting kamis nih! huaaaa, stress gila! syapa lg ya?",-0.5684
two fantastic shows in a row,0.5574
"mooorning! it`s friday, and that`s terrific! smile up!    :-|      :-d",0.8433
at work... supposed to be a day off but too much work to get done for plm world... sigh,0.0387
 i miss my cats.... but not on sunday mornings! mine did that to,-0.1511
having serious technical issues in the studio  oh well thank god for the technician,0.6597
shouldn`t have stayed up til almost 2 reading 'rules' but i did. such a good book. totally worth the sleep deprivation.,0.4478
"gets sumthin special, but i want more. akankah suatu hari ku kan mendapatkannya...? only god knows...",0.6059
" oh, that would be riveting tv!   trips to the break room, coffee, toothpicks in the eyes to keep them open.",0.0
"finally, i got my teaching load confusion cleared. i will teach 3 third year sections but with a catch.",-0.1027
 i love finding regional groups of twitterers! glad i could connect you with a few new people,0.8172
just finished curling her hair!!!! and now has to finish getting ready but doesn`t have a ribbon to put in her hair,0.4438
 i`m having no luck either  doing my nut in! who are you hoping to see?,0.5983
woke up from aspirating some stomach acid. i`m praying that i dont acid reflux  and that it was a one time thing,0.3612
 // your face is stupid.   thanks... i miss you too. ha!,-0.4389
trying this out with my sweet lil ipod... i am totally nerding out. and... totally ok with it,0.6697
 kill her,-0.6908
warren and hannah are dead ... oh my godd!! seriousslyyy this is a tragidy !,-0.7332
 man it will be a sweep no worries,-0.6124
_tastic awww that is sweet,0.4588
"shower is taken. it is in the room right by the bed. yeasterday we had the shower on the balcony, with sea wiew, that was a bit nicer",0.4404
ive burned like a ginger kid in the sun. now my arms are red,0.3612
 soooo over ppl telling me they went to the tonite show!!!  ive had dreams of meeting him  i`m embarrassd of that a lil lol,0.7488
what do you think i`m doing at the moment? yeah you guessed it  http://www.phoenixfm.com/listen-now.php,0.296
is sadly sitting at home when she could be going to a partyyyyy,-0.4215
"  you just want to go?? i know the feeling...  i`m ready to head back to the mountains, i won`t go back till july",0.4871
 link didn`t work,0.0
is 99% sober at brittney`s with becky and brit  <3,0.4404
"absolutely boiling! got factor 50+ on! must not turn orange, must not look like oompa lumpa... my left shoulder is burnt from yesterday",-0.4007
 hiii!!!!  i`ve missed you  just bored....what about u?,-0.5216
" hahaha, yes, our discussions always seem to jump around randomly",0.743
http://twitpic.com/67bpd - this store at the airport is as close as we`ll get to wdw during this trip.,0.0
 nite. now i`m up n bored as opposed to almost sleep frm b 4,-0.2732
_x ah that`s annoying,-0.4019
reunited and it feels so good,0.5777
watched kunguma poovum konjuma puravum... liked it very much!  excellent cinematography!!!,0.8379
"star trek was great yet minor details needed to be worked out, but i give it a thumbs up, regardless!",0.4295
i so should`ve gone right now!!! *wish i could alter time!!  *,0.0
 no  sadly its not  bit disappointed will try again later see if i change my mind,-0.3498
to doente,0.0
new blog post: [blog] auto insuran...: i just found that my auto insurance policy had been expired. ( i am too careless  ...) .. meanw ...,-0.3612
my tummy hurts  go away cramps! i hate chuu!!!!,-0.8388
" i wish i could offer a hug right now, so bad",0.0795
" hey welcome to va, lol.  it`s muggy up here by dc too.  worst part of summer i`d say",0.1779
 ayy.  okayyy. it was nice seeing you kanina ! :> i like your hair. :>,0.8955
"wfd: lasagna. still 45 minutes to go, so hungry now.",0.0
 ohh kayy fasho if u go tonight have fun for me,0.5106
were playing at 7 @ club impact tomorrow! finally got shirts! woopity doo! i want a slurpeeee sooo bad right now,-0.5067
"whoa, i didn`t mean to sleep for more than an hour",0.0
he`s here   sleep over with the mr. night peeps !,0.0
"not going to suffolk tomorrow.   however, now mb & i are planning a picnic on the mall with friends neil & jodi.",0.4767
has an hour left of revision,0.0
is sitting at home wishing that i didnt have to work today. ask for it off and still have to work,0.2263
" don`t worry, you spelt `no` correctly! it just looks wrong",-0.7424
is at the botanical gardens and its beautiful but she forgot an extra memory card so no pictures today,-0.329
 yeah those are better ads  it makes them look part of your content rather than blatant adverts ;),0.7184
borat was so less ****  http://bit.ly/izkab,0.0
"just went through my piggy bank, man there was a hell of a lot of money in there! i can easily live out of just it for the next 2 weeks",-0.5411
in singapore! its so warm over here! having a blast already,0.4723
" great service, but i find the time lag from time of posting to appearance on twitter to be a small downer",-0.1406
 hope you  feel better soon little magic girl,0.7003
just get back home. the first exam was too long no time to finish it ...,-0.296
back at wingman after a great weekend,0.6249
round and round the garden: the amazing thing is that he`s still talking to me!  http://tinyurl.com/dx8as4,0.6239
"heading home now, yay! was going to buy a much needed bottle of wine to drink with dinner, but my wallet is mia so no wine for me tonight",-0.6899
"man, looking through and packing up my books is looking at my past lives. feeling kind of sentimental",0.4215
" yeah, it`s gonna be rubbish!",0.3595
 you suck majorly  i`m swamped...so why am i on twitter...i don`t know...but still  a golf tournament?,-0.4404
can`t sleep rite now because of havin` so much tea!!! 2nite i`ve just failed the test of my lpi course   next week i`ll make it better!,-0.3753
good morning everyone. !.!. time for work,0.5399
 nice! i wish twitter would tile mine,0.6996
 ohh. haha ok thanks,0.7964
i have the song here comes goodbye stuck in my head not a good song to be singing considering my situation,-0.5277
 yay were all saved! weve overcome god again!,0.8353
" np mate, was great meeting you in prague",0.7579
watching run fat boy run...haha its soo funny.,0.4404
" don`t i know it, writing an exam essay this weekend myself",0.0
 i need lele to answer meeee! haha.,0.5093
implementing will_paginate  on my website; i love rails,0.6369
 and boat is dining bones in peru - double,0.0
"mmmmmm, late night brusters ice cream! om nom nom nom",0.0
rofl. i love you too trina.,0.836
tidied & hoovered the whole flat - and all b4 10am today  now we`re heading out2 german bakery 4 breakfast followed by a walk in the park,0.0
 ! he has a favourite! you`re his favourite ;) omgaah.   sorry for creepering? ..not really lol,0.6459
gremlin is asleep after a particularly challenging bedtime. i think it`s safe 4 me to go to bed -what a crazy sat night for me!,0.3989
  congratulations on your shirt btw!,0.636
" ironically, that thought goes through my head (no pun intended) for *every* headache i have...  hope it goes away soon.",0.4404
 that sucks!    it`s thundering here.  i`m getting ready to shut down.,0.0
saw xmen origins on sat! by far the best xmen movie! amazing!!!,0.8798
"#bgt dcd seniors were good, but not good enough.",0.7003
hmph i had to order some bootleg pharos gps phone they dont have the bb i wanted at office depot,0.0
just gott home from work and now relaxing,0.4939
 baby help me with math,0.4019
happy friday. just pulled some yummy radishes out of the garden. hope the strawberries turn out. still no blooms.,0.8316
happy momies day!,0.6114
morning everybody,0.0
 pictures ross.,0.0
 nice recolouring of your page  nobody is buying your anti-twittering words!! you love it!!!!,0.8469
 i have no phone  whatchu doing tonight sucka. no dane cook she sold the tickets. lamee.,-0.5267
almost got sharpied in the face while falling asleep  being sick sucks!!!,-0.8061
is allergic to you...oh no!,-0.5707
: i sent you an other call me back message  x,0.0
i am so bored,-0.3384
 haha i love surprises! i don`t work til sunday tho so i have to wait.,0.8553
 we won`t be in town  email me if there is another one though.,0.0
soooo full that im starting to feel sick,-0.5106
"again, i`m stuck in traffic jams ... somewhat starting to be the same situation every day. that`s sad, really",-0.6249
 i can`t vote 4 u a the mtv movie awards. there is no vote button. is it cause i live in sweden? i wanna vote 4 u 2  u rock xo,0.2023
happy may bank holiday british peeps,0.7506
is going to the derny race with sofie & cindy.... and i`ll see eric there !,0.0
causee not everyone can pass the challenge test duh,0.0772
thinks she`s getting sick.....,0.0
trip to the zoo today,0.0
  wish you both a very happy and fabulous mother`s day!,0.8921
" noooo i`ll miss you too much!  i went stag to my prom and all the high school and middle school dances, if that helps. >_>",0.3164
is loving the half day! if only it wasn`t raining.  soccer practice tonightt.,0.636
" ah  so you`ve seen both. (either way, you get to experience the fantasy of sound and shock waves in the vacuum of space. heh.)",-0.3818
" i know...i would too. yes i cant wait for bb, i love it! i heard theyre not showing the 24 hr live streaming this year though",0.8016
flipping out on my hairloss....gotta go to the doc.,0.0
had a great night,0.6249
 this kitteh likes going in front... or behind... or to the side...of the box.,0.4215
 oh god bless you,0.5994
checkin out oramarecords.com. got a fever and cnt sleep,0.0
finally eating unagi i`ve been saving up for a while! +udon :] agh i just realized the band playing at bear garden today is one i like!,0.7955
 so what do you do when you wake up? morning by the way,0.0
don`t feel good,0.4404
 noooooooooo my parrents found my stash,0.0
" hehe ! thanks for your advice  i choose the shoes, only three of them, so hard !!!",0.4942
" agreed  it did take me a little while to find my way on stocktwits, but once i did, i cant imagine working w/o it",0.1406
the pool is just not fun without tim in it...,-0.4023
 and it`s such glorious weather too - poor you,0.2732
 i was really disappointed with the whole 'promiscuous girl' thing. congrats on her success but i think wasted talent,0.154
still at work whaaaaaaaahhhh,0.0
schoool time. not doing much this week.  about 20 more days of school and it`s time for nyc!  can`t wait for the last day of school.,0.0
 cut yourself a slice of cheese cake.. it makes everything better,0.2023
can today go any slower? time is just dragging by.,0.0
finally got my lil monster off my hands so i could run errands and now i gotta do them in the rain!!!,0.0
" hey sorry this is late, i leave in 30 min  raincheck...tomorrow?",-0.128
 hi miss.  isabelle here. :],0.3818
heading home after a long week. wish someone onther than marketers would follow me,0.4019
" actually, i play keyboards for pohaku lol. we played a 12st bday earlier and now i`m spinning at the shack",0.765
 hi 80th fallower,0.0
  psst new blog up.. comments me likey,0.0
 u feeling urself so much u cant say hi???  me no likey u,-0.3049
 wow! i`ve joined the photography scene pretty recently so this (large format) makes it even more interesting,0.883
 i was going to go to london for a week then had to change my ticket! i would have been there right now,0.0
twitwoo! i can tweet from my phone,0.0
_steph boo  i miss you! it`s been ages. once i get internet back i`ll try to fix alo haha it likes to act up from time to time...,0.6696
is sad that shin ae got married...and it wasn`t to alex,-0.4767
i never get any followfridays,0.0
" ha, fun! i think iï¿½ll rewatch (parts of) season 5 today...in preparation for 2morrow night!",0.7418
mom is ok so far. just missing jaron,-0.0679
i almost say 'bless you' to a sneezing cat,0.3657
http://bit.ly/147heu  - don`t judge me. tucking myself in tonight  mogwai on repeat,0.0
wine..beer..and champagne..lets see how that goes for me tomorrow..lol,0.0
yeah i think i touched something that had mikes germs on it because i have a sore throat now  dammit i knew i should have not gone there!,-0.1511
 goodmorning,0.0
my brother is irritating. and not just bc he takes & wears my clothes without asking. i want to punch him violently for **** he does.,-0.7919
 you have arthritis in them?  really??  poor you  that would be painful - but you can`t be that old.  how many squats did u do,-0.57
wants to go back to charleston,0.0
 of course,0.0
"_luciano jailbreak went great, just not a tremendous amount of apps ready for 3.0 though. no winterboard yet",0.6597
i want to be like horatio caine,0.4215
right now at my second gig !!! sippinn on guess whut ? water  we sta focused we are on the job,0.5386
had a good end to a busy day and now i`m off to bed with a full belly of sushi,0.4404
about to go to acting school  yayay,0.0
"got a prerecorded phone call from jj asking to vote for admk led front, phone number is +914044621160, hyderabad connections",0.3182
happy mother`s day  & later on i can`t wait to see _day26 in concert. lol. well ima see all of day 26 but i like him the most ;d,0.8654
watching the uninvited in my room. can`t wait to go home. but i have to go to the deid first.,0.0
turning in.  it`s been a loooong day.  just got my new us edition esquire so going to fantasize that i could one day look like megan fox.,0.3612
"i also want it to be the 6th, i miss my girlies so much   we get to be roomies again!",-0.1511
uploading new videos on youuuchuuub!,0.0
"i need to read  fic again, but i lost it",-0.4497
" love you tooooo  duuude,i need to make myself a shirt that says something cool! what should it say?",0.7777
just broke a vase that i didn`t even get a chance to use,-0.2023
" yeah. because i`ll have to go tomorrow morning and get picked up early sunday, so i see no reason to go the whole weekend",-0.0717
i saw thirst which is korean movie made by chan-wook park . this movie isn`t hard but good,0.5647
" i just went to find that unity girl on bebo, i cant find her! i fail at bebo stalking",0.484
" get better omg i still dont believe that i didn`tgot a picture with you  it`s soo sad, i don`t now when i`m gonna see u again",-0.0516
 omg....that is soooo sad.,-0.4767
 my dream was about hanging out with all my friends. it was good until i woke up and they weren`t there.,0.7906
 good luck c have funn!,0.7345
 they got attacked by the club,-0.4588
" haha...live long & prosper. the movie was better than i thought, they did an awesome job, i`m pleased",0.872
is looking forward to tonight`s dinner date with mom; is gymming this afternoon; started 'bawas kanin' (less rice) movement; is celibate.,0.0
feels like im going to cough up a lung,0.3612
 i like only the james bond series. thats what a spy movie is!,0.4199
 nice,0.4215
just got back from rachael`s house,0.0
the week just wasnt the same without an adam lambert performance!!!,0.0
off to sleep  on 2 katy perry songs as soundtrack  x,0.0
 alright - was only joking - i just said no wine here  - fool me maybe? - i don;t like drinking,0.0772
has to do two 50 page assignments this weekend  there goes any chance of relaxation!!,0.717
new issue of  in the office...desperately want to flick through but have so much to do. it`ll have to wait,0.0387
is very shocked and feeling sick... but happy all the same,0.6844
 cup cakes are sooo yummy - but would have 2 have coffee chaser- u know where that can lead,0.296
can`t wait to see those pics ,0.0
good morning all! its a fabulous morning here!,0.7835
 i can so sympathise with that,0.0
 thanks very much for the #ff  ! my only one today,0.4926
" you know, i would love to see 5 lies editors believe about writers. #justsayin",0.34
haha. i love you too aimeeeeeee!,0.8172
" why arent u famous already? lol you have a very adoring fan, that fan would do anything for you hehehe, im you no.1 fan",0.8517
parents decided to drop in on their tour-de-us. the whole family is at my house. i am at work,-0.2732
" still no class loaders, or even custom assembly loaders",-0.296
i`m at work starving,-0.4215
"omg, little kids with cancer is the saddest thing ever",-0.8456
 weather reports of a week of upper 60s make me happy  perfect running weather!,0.8268
guess i`m on twitter now!,0.0
praying the rosary with my family!,0.4199
vacation over!!!  looking forward to the next one........,0.0
i have assignment due by midnight in professional writing class & i really wish i was already done with it luv writing thought id like it,0.6697
"soon we are going to look at a cabaret, it`s going to be fun!",0.5562
is wishing everyone a blessed & beautiful mother`s day!,0.8748
 i broke up with christian bale when he played batman,-0.1027
steam punlk fashion show at anime north and for the first year since torcon we aren`t back til  & missed it,-0.296
 o snapppp look who i found on twitter lollll,0.0
_mak request me on bbm & send all ur contact info. everything didn`t sync up from old phn  i have ur tmail info haha - dated!,0.5093
lets play some russian roulette.,0.34
 thanks!!  i`m a fabric addict lately - i`ve bought soooo much!,0.5826
 dang i want to be on the beach late at night. that`s the best. the sound of waves and the breeze!!hope you are well!,0.8164
matt weiters` first at bat: fly out to rf,0.0
not in a good mood.  my mama`s away with my sis so can`t talk to either of them and my boy can`t see me this weekend as planned.,-0.3412
 thanks  we did reviews today and i feel like idk anything. anyways. how r u?,0.6124
" ha thats good. thats why i love my boys, cos they never stir up the hatred that the mighty red scum do  everyone loves city",0.8402
shecky95   happy moms day to u as well and many more to come,0.7003
"omg, tony hawk`s motion on the nintendo ds sucks ****!",-0.4199
"http://twitpic.com/4j95z - i don`t know why, but i lold.",0.0
 meant to ask how did the other night go? did you enjoy the fight...did yas have an all-nighter?,0.5514
hey i`m on facebook come check me out http://bit.ly/17jiy8   tell me ur username if you add me,0.0
#pens...steigy...no politics hun...the obamas are not watching hockey,0.0
haven`t a clue about this twitter!,0.0
i feel really weird,-0.2484
can`t stop coughing,-0.296
 well then happy mothers day  ahahahahahaha,0.7003
sorry dunners just saw your tweet! totally let you down im so sorry babe  was at work till 8.30 very boooooo,-0.2244
doesnt feel good!  but i cant miss work tomorrow!,-0.1583
" it felt nice, but staying outside for too long and your definitely getting burned! hurricane season is here though",0.6948
 oooh ok. thought i was losing my mizmind,-0.1027
happy star wars day. may the 4th be with you,0.0258
this headache is killing me yet i need to cover some boring police event.,-0.7717
 i sent u a direct message.. there`s my mail,0.0
 are you and melissa celebrities now?,0.0
" sweet, i`m trying to earn my crown for gluten free baking!",0.7644
"desktop quad-core win7 boot time = 2`25', laptop dual-core w/ ssd win7 boot time = 0` 13' => ssd for desktop arrives in 2 days",0.0
" sure, i`ll be in chat in a sec   here`s the thread http://tinyurl.com/ojcf5l",0.3182
" a towel, a 'sub-etha sens-o-matic' and the guide ??",0.0
ugh. too much happened today. i really need a hug,0.1477
" nothing much man, waiting for my insurance card to come through... cant get any workdone here w/o it... redtape",0.0
sux gabe just told me to go to the afterparty and i have id that works but i can`t go,-0.1901
http://twitpic.com/670rw - i miss my puppy,-0.1531
 sorry ali,-0.0772
needs to see a band live.. **** blink for not coming to the uk this year!  ..anyone wanna go see billy bragg or colin blunstone with me?,0.0
wrapped up some html/java work now spending the night dabbling in some flash intros,0.0
 try direct message to me here on twitter,0.0
went to get my car inspection sticker got gigantic red r one. just keep piling it on. i can take it. don`t worry about me. i`ll be ok.,-0.1779
last sunday before going home!,0.0
 y does it hurt so much? i can`t even chew gum.  i`ve lost so much weight because i can`t even eat,-0.6908
" yes, that would be pretty creepy. i think its all a bit more innocent than that, i think he just wants to sell some icecream",0.8221
" not true, you can get worse burns today... don`t forget sunscreen",-0.7455
 happy mother`s day to ur mom jah. tc.,0.5719
" oh wait, i read that wrong. ok hellboy",-0.2263
" hi there, nice to meet you",0.4215
 it`s still up the duff boo,0.0
postponed is not abandoned. //,0.1729
looking for models for beauty shoot this thursday in the valley studio  contact me if interested!,0.6588
ok.  i got my nails done to day an the are sweet.,0.6369
 moral support for students,0.4019
"just had my teeth checked, now my eyes. i`m dying for a coffee but can`t drink for an hour.",0.0
allies not coming over,0.0
 i could have got you some from work and not paid more than r20 per 2l,0.0
" we always miss each other, don`t we?",-0.1531
great song  http://bit.ly/evluw,0.6249
"just funny sitting here with external keyboard, mouse, and macbook on bed  just looks strange but it`s comfortable",0.7184
 im home alone in the house and imma scared  x,-0.5994
" hey kellie,how are u?i feel horrible!",-0.5848
congratulation`s to phil packer on completing the london marathon  x a shining example to us all x,0.0
 happy mother`s day to you,0.5719
going for a ride! perfect night to go out and chill,0.6114
" yeah, it`s good.  just startled me.",0.5267
hey twitter  hows it going? let us know how your day is going,0.0
in ten minutes shopping   demi lovato-back around demi lovato-behind enemy lines have you all seen the titanic 2 trailer? its really good!,-0.1528
" sooo, u just gon cheat on me and tell everybody on twitter? i don`t know if i can trust you anymore.     j/k",0.4404
missing brandon. wanting to talk to anthony. sadshoes,-0.296
what a great day,0.6249
"  oh no matey, did you get ill?  it would be a bit mean of suzi to be calling you chicken scabs if you`re not!",-0.6476
exhausted after a 58 hour work week,-0.3612
omg amazing twist! this is a crazy awesome movie,0.7777
is looking forward to a yummy dinner with mizz kate jones this evening!,0.5707
says gots my mom a digital picture frame bout to scan pics of her wedding n all that mushy stuff  http://plurk.com/p/su3eq,0.0
  beer is an excellent excuse. earlier i was sweating god knows how much! not looking forward to working tomorrow,0.75
has a good heart... or so says the doctor. except that the doctor won`t be in until tuesday afternoon to put that in writing....,0.4404
"_ernman hej malena, lycka till eurovision! the united kingdom will be voting for you!",0.5242
"i looked up some differents stuff for mine, today.",0.0
 aha yeah  all else fails just push  yeah we are dont know what time were leaving yet though ****,0.1531
" mmm, comfort junk food. that sounds good. i always preferred wingstop",0.6597
"  tat, you looks beautiful and are a heck of a mama and business woman.   dana",0.5994
"i don`t believe it, my puppy likes brussels sprouts!",0.4753
jennnnnn richhhh wast to the ed,0.0
 i already got my tickets to your concert here in the philippines! im so excited!,0.5719
" awwww...thanks!! ;) unfortunately, everything closes at 4pm in sweden on a friday. presentation is 9am monday.",-0.2695
 think of the prize at the end. so sorry to hear that though.,0.3734
"what a day, 12 hours work  but i`d really like my job, it`s fabulous :b",0.8515
aaggh!! my blackberry curve took a gash in the screen the day after we get invisible shields in stock. well it`ll be a good advertisement,0.6792
4 fillings to the good(?); two more appointments to go,0.0
"yo! its moms day today, so do it big for mom dukes  and behave!",0.0
" to be fair, she was asking about mktg cd`s, etc, but i suggested more and she never even emailed back.",0.1655
" poor kitties  if there`s nothing that can be done, hopefully you`ll at least be able to find her a good home",0.3612
its raining in md,0.0
 this is very true about ! but you do have to admit it was pret-ty funny! im bout to go you tube it!  lol,0.9131
 oh yes some are quite nice! and my `photoshop` liep zojuist vast. so now i have to start over painting rï¿½isï¿½ngs glove,0.7257
_lottie not one of my favourite pastimes  this weekend is a long weekend here so monday i`m off to an ice show w/ the g/daughter ;),0.2263
misses my baby.,-0.2263
" ten hours ago, i was was sleeping, sorry.",-0.0772
i was sleeping soo good but just woke up like 10 mins ago n got sick  not feeling so great. i wanna go back to sleep but i`m wide awake.,0.8204
"i`ve knack my iphone, i got melted chocolate into the speaker, i now can`t hear it when it rings",0.0
last day working for tend,0.0
  still waiting to have a beer with moldovan. at least he`s happy i came.,0.5719
"  i could never do that to one of my children, look what happened to nina zavaroni (sp) brooke shields and drew barrymore",0.0
" yep, ah, ****, i don`t wanna leave my warm doona to get a hot beverage...i guess i`ll just have to make do w/o it",0.4404
not a good start to the day left my money at home . so i`ll hot a day me looking for free carparks,0.2249
spongebob sing a long. amandas mom gave me and crystal jonas brothers calendars,0.0
 you will be great! have a wonderful first day,0.8439
friday has a whole different meaning when you have to work saturday and sunday,0.0
 friends of mine just meet you today..... i can`t wait until it is my turn,0.4767
math is amazing and hell at the same time  socialily that is the naiv part is fine.,-0.0
i can`t seem to access restuarant city due to some internet / javascript problem...,0.0
"so, i finally got my but on twitter. let`s hope i make good use of this site",0.8271
 hahaha i didn`t even notice the name - lice,0.5574
just woke up day off and need to go in to work that sucks. also have to go dentist for filling at 12 then st helens for mri scan at 2,-0.3612
my twitterberry wont work on my friends and me,0.4767
slowly getting ready for work,0.3612
" episode 17 season 1, i love chuck bass.  who`s going to the short stack filming next sat? im making a flag. ;d",0.7184
 awww my lovies! yes i love it all.  and i`m totally finishing my buffalo sammich after a few hits off the new bongie. <3,0.8777
" hey girl, yeah i did..thanks a bunch!! i haven`t started downloading them yet...i totally owe you.",0.4184
happy mothers day mommy!!! i love you && your the best...,0.8682
"do fish feel pain? yes, says a new study.  http://is.gd/jbcg",-0.1531
nothing to do on a friday night,0.0
just finished my 1st new song !!!  soon on youtube !  keeping you updated !,0.0
 i`m doing an experiement,0.0
i plead temporary insanity for agreeing to a metric century cycling event tomorrow.,-0.3182
watching ryann!!  gonna be a grand day!!!,0.6331
" off to bed with fingers and toes and everything crossed u pick me-lol! hope ur well and got back safe,poor jon  ****",0.6476
missin my bro..,0.0
 w00t! glad to hear it! though i am missing watching it outside the igloo by a day,0.6792
 that makes me sad...,0.0
 thanks kelly! that means a lot.  have you figured out your apt thing yet?,0.4926
my mouth hurts from this stupid retainer!!,-0.7955
 i`m sorry about your bad driving experiences.,-0.5859
" did some research, but couldn`t find the specific thing which i wanna do with this drive`s autorun",0.0
edward cullen. <3  hahaha.,0.7579
 yeah! i love this one and doesn`t really matter,0.7955
  i for one welcome our new cyber-criminal-overlords.,0.4588
" invite sent   you can now invite more collabs too, pass the word around",0.296
 eh...i might drive through chi-town on my way to colorado....maybe i`ll get one then.,0.0
no new tubas until  4th  of july weekend,-0.296
i realized last night that i have no idea where my pns went to during the move... i hope it`s not lost and gone forever,0.3944
 i lluuvv u too..  ahhh im gonna miss u evenn moreee! lol,0.3595
 i been coolin and **** ya know me,0.0
still gutted that man utd lost,-0.3182
alicias tonight? idkkkk. ughhh,0.0
"happy mother`s day to all the beautiful moms out there.  (i`m kind of a mom, i think my little pup counts!  )",0.8356
 thank you! i hope you have a great rest of your day! have you had your afternoon coffee yet?,0.8774
yay happy mother`s day  #fb,0.7964
 i don`t remember cause i was watching so many on youtube... lol will get back to you,0.4215
" indeed plenty of jokes to be had  lying on bed hoping it`s going to free up, i`m on jury service tomorrow...",0.5719
"'nappy`s' da new 'n' word....by da way, ilove my 'nappy' braids  igot 'hang-time' homie lol",0.4215
" thank you very much, i`m glad you like them!",0.8203
 maybe until wednesday?,0.0
morning  don`t ask me why i`m up so early,0.0
is it weird that i really want a harry potter bed spread and pillows???? i wish i could find one that wasn`t gryffindor,0.5504
?ï¿½ nh?n ???c bonus r?i. ch?c ch? ?? bï¿½ vï¿½o kho?n unpaid leave,0.644
 at least you`re getting closer to normal bedtime. enjoy your trip. keep us updated. sweet dreams,0.836
_longman yes i am.  but she didn`t follow me,0.2144
check out q100 right now..99.7,0.0
:: holy kraut. i cannot stay up this late. but the book is done and in the author`s in box.  tucking in with kitty-boys now. nighty-night.,0.0
" ok that`s not true! plus, you`re insulting me saying that i`m insulting you! i`ve been trying to cheer you up. butï¿½nadaï¿½",-0.5881
 hey there! your web url looks good,0.4926
" - i`m hoping these pills will do something, cuz i`m gonna go nuts",0.128
 or your mobile doesn`t like me,0.3612
pissed at you   http://myloc.me/21cu,-0.6369
" i saw this 6 week diet that was no sugar, no rice, no wheat, no potatoes, as much protein as you want. so i just did no sugar.",-0.8271
  have fun! wish your mums a happy mother`s day for us!,0.8829
 yes`ma... for an after party too after the show next week.,0.4019
havent been on in awhile.  no point anyways,-0.296
just got home from the hospital.... i have another clot in my leg,0.0
i am dying to hangout on a friday afternoon...,0.0
" hi there, nice to meet you.  i am new to twitter and i guess you are too?",0.4215
 not us as far as i know  hee hee. we`re thinking a few more years first .,0.0
"may,1st success for lucas first police contact after neighborhood cruising with eggs, cream, bumf, shaving foam. love my son he`s a hero",0.91
ouch just burned myself making soup for nico...,0.0
i`m hungry but can`t eat anything right now because my tongue hurts so bad.,-0.9079
"playing with the munchkin today, talking cakes and getting ready for a yard sale tomorrow. not looking forward to that",0.5106
tweeten out  tix deals for nkotb 5/28 was $43 now *$38 http://tinyurl.com/nkotbtweetentixsdeal <-or other seat prices /nkotb dates,0.0
rip leonardo. you were a great mini fiddler crab,0.6249
 : yes she got all lovey with him&he returned the love&1thing led2 another&  also  wants2 know y ur mad at her,-0.128
 hahaha! i have a secret door to the real batcave,0.5983
it`s freezing and raining here,-0.1027
  i`m bad with understanding there things! you should know this!,-0.6229
 please come to minneapolis/st. paul area!!!! i looked on your schedule but i don`t see anything close anytime soon.,0.4249
thinks its annoying when i keep getting twitter error messages from my mobile,-0.6597
 that is why i drive a (teeny tiny) honda civic  http://myloc.me/fry,0.0
is listening to jello biafra at work.,0.0
work work work,0.0
" i did my best, it is sunday after all",0.6369
i`m so tired,-0.4927
no free ice cream though,0.2732
 well i asked you a few days ago and you said money was the only thing holding you back saturday or something,0.2732
im so tired. and its so gloomy  what happeened ro summer?,-0.6496
" let`s hope and pray, we go a wiser way! :  let`s hope and pray, we go a wiser way!  http://bit.ly/tzxqn",0.9244
ive finished 4th year!!! argh uni is going soooooo quick,0.0
 i`ve given the $19.99 question more thought. u may be right. one host provides hd quality to all viewers? maybe not.,0.0
 lol cute.  btw happy mother`s day lady,0.8591
i want some grape juice.,0.0772
sooo cloooseee,0.0
great find   http://amanita-design.net/samorost-1/,0.6249
"'bad words are a crutch, they lead to tattoos and peircings!'  hahahaha!",-0.6229
jazzy we should be in vegas w a team,0.0
 damnit. sorry to hear dude,-0.5719
 ha ha  thank you!,0.7644
back from hospital. doc says i`ll live,0.0
 looking for a new sms sending solution? http://promotion.itagg.com get ï¿½6 free sms with every itagg!,0.7088
"wish we had a garden so we could have a bbq tonight...  might set up a lounge bbq type thing, that`ll work. #fridayfirehazzard",0.4019
"eat sleep draw!: part of my neuroanatomy take-home test.  after this, iï¿½m...: part of my neuro.. http://bit.ly/fxs3l",0.0
 how`s the head this morning?,0.0
 beating heat with tea?  try some masala chaas,-0.4588
officially misses quark.  huhuhu! i had no heart hand partner and no one to dance with tonight! come home so... http://plurk.com/p/x2k1z,-0.3987
_uk argh twitter didnt post my replies and tweets for ages  aint up to much just enjoying the sun!,0.5707
  oh man that sucks hardcore! haha good luck finishing up recording,0.7712
