,text,score,length
25919,lost my game  by 3 points!!!!!,-0.5374,30
5531, sadly cannot listen...  *sob*,-0.4215,30
22583,  i got it in math and ss only,0.0,30
21310, at least posada had a good ab,0.4404,30
13350,eating at zippys with candace!,0.0,30
13094,time to take a astronomy test!,0.0,30
27305, thanx for the bday wishes ray,0.1531,30
25895,_ i guess we will wait & see..,0.0,30
5617,"  me to, oh well maybe one day",0.2732,30
5683, oh my... now im offended.  ha,0.1027,30
5594, that doesnt look good at all.,-0.3412,30
15350,now i have no sky until monday,-0.296,30
26952,love new shoes  thanks wine lo,0.7964,30
1371, i always feel guilty about it,-0.4215,30
12274, that was funny n almost right,0.4404,30
11899,  ah you say the nicest things,0.4939,30
20683, thx! hoping it`s a good week.,0.8172,30
26756,playing pacman on itouch!  lol,0.5983,30
20246,****. i got a math test today.,0.0,30
6654,ugh worried about my math test,-0.6124,30
21955, : thats if u go on a weekend.,0.0,30
12356, you have a plurk account too?,0.0,30
1057,sports car + curb = flat tire.,0.0,30
5082,trying to fix some weird query,-0.1779,30
11761,**** being drunk and hot sucks,-0.5994,30
11759, that`s good to hear - morning,0.4404,30
14818,listening music with my friend,0.4939,30
1084,happy mom`s day to your moms !,0.6114,30
6142,is needing to make a new video,0.0,30
595,ahhh my satz blend didn`t save,0.4939,30
6126,can`t wait 4 a real bed!  haha,0.5093,30
20782,ah **** ... my chest hurts now,-0.4767,30
20146, thats a bad start to the day!,-0.5848,30
20640,watching my bro play footyball,0.34,30
14059,got one because of my babygirl,0.0,30
20631,just got home. im so effin sad,-0.8234,30
733, dang... that is disappointing,-0.4939,30
834,just at starbucks with farrah!,0.0,30
22146, v?a cï¿½n m?c 800/day t?i qua,0.0,30
4908,cake is sold out at terminal 5,0.0,30
20395,ugly betty was sooooooo sad!!!,-0.8061,30
6420,a chilled day  party tomorrow.,0.4019,30
6489,this is why i got best dressed,0.6369,30
20468,"after some pizzas, going sleep",0.0,30
22112, so make the most of it  enjoy,0.5367,30
6406, i had to find out via twitter,0.0,30
26637,is doing boring accounts stuff,-0.3182,30
6352,good morning!!!! yes is 5:57am,0.7762,30
14609, thanks for the #followfriday!,0.4926,30
6339, switch to something else then,0.0,30
22220, thanks  i`ll check those out.,0.4404,30
6332,but now my feet really hurt...,0.0,30
26698,that`s more like it - 3rd  #fb,0.4201,30
12210, thanks for the recommendation,0.4404,30
6288," ntah, i really wanna be there",0.0,30
11919, good morning! i certainly did,0.68,30
6261, ohhh my bad! yes him  heh heh,-0.5093,30
14044, at home  im so lonely here...,-0.5009,30
6108,    from g`s to gents season 1,0.0,30
11722,  i hope you get well soon! <3,0.8016,30
12774, i called but you didnt answer,0.0,30
19961, a great song by east clubbers,0.6249,30
15071, i wish i was still in my jams,0.4019,30
12798, where are you going tonight?!,0.0,30
12843, i`ll believe it when i see it,0.0,30
1274,noone wants to talk to me  lol,0.4215,30
21112," been there, done that!!  ew!!",0.0,30
13580, there is no sale in botega...,-0.296,30
27226, 1. i dont  2. lmfao i wonder.,-0.431,30
26036,doesn`t want to go to work....,0.0772,30
4512,i have to start eating healthy,0.4019,30
21184, too kind jim too kind brother,0.7783,30
12949,"just got a haircut, not happy!",-0.509,30
27243,well its hot as heck right now,0.2732,30
4502,"_bmac i knooow, i want to sail",0.0772,30
12953, did you have an amazing time?,0.5859,30
4501," trivia? working, no computer!",-0.3595,30
13503,right. coursework now. promise,0.3182,30
21221,finally got the bike i wanted!,0.0,30
12762, aww i miss u too! haven`t ate,-0.2244,30
21767,waiting for my mom to get home,0.0,30
382,woo cavs.  happy mother`s day!,0.7959,30
20953,that was a fun bacontaco night,0.5106,30
5130,am hungry agaaaaaaiiiin maaaam,0.0,30
6755, yeahhh. &dont judge my pillow,0.0,30
498,"woke up,i wanna stay in my bed",0.0,30
13909,thanks to:      new followers!,0.4926,30
20101,is sad yo hear about ashleycat,-0.4767,30
22399, your youtube account is down.,0.0,30
12596,missed my friggin hair appt!!!,-0.4724,30
26609, i love chocolate. must be pms,0.6369,30
13890,and now the crazy is all gone.,-0.34,30
25992,gonna get a tan. i am so white,0.0,30
11661, could get  to do the honours?,0.4939,30
26986, bonjour.. did you sleep well?,0.2732,30
6795,my favorite curling iron broke,0.0516,30
1148,thanks !!my real name is nadia,0.5399,30
13861,new golf vi tsi 160hp is fast!,0.0,30
21815,back to athens. ????? ? ??????,0.0,30
11646,just banged my bloody foot! ow,-0.4926,30
21808, smile. everything worked out.,0.3612,30
14996,"how is it, is it good?  _flora",0.4404,30
26168,thinks twitter doesn`t like me,0.3612,30
5178,i miss our walks home together,-0.1531,30
24084,i dont want to be ugly anymore,-0.5457,30
11039, yay! tell her i said congrats,0.7959,30
24888,unemployment line here i come.,-0.4404,30
16108, lol too bad he`s taken!!!!!!!,-0.4344,30
7657, they got attacked by the club,-0.4588,30
7673, i can so sympathise with that,0.0,30
10487,_grl love your new profile pic,0.6369,30
19056,can`t make it to graduation...,0.0,30
16159, hahha i don`t do drugs though,0.0,30
9216,when will medhurst play again?,0.34,30
17949, omg i want to go too!  hahaha,0.636,30
3984,i just wanna be better already,0.4404,30
16175,workout stunk...no headphones.,0.0,30
7731,last sunday before going home!,0.0,30
10431,watching merlin omg he is cute,0.4588,30
2927, and that prob wont happen....,0.0,30
7739,postponed is not abandoned. //,0.1729,30
23123,i wish my sister lived near me,0.4019,30
2925, soooo jelous of you right now,0.0,30
2085,moment over.... fly now in car,0.0,30
10392,_tarrant nice! it`s mommas day,0.4753,30
16253,nobody ever ` s   makes me sad,-0.4767,30
16269,mothers day drama was awesome!,0.6588,30
25168,goodnight!  happy mothers day!,0.6467,30
16278,i want to go to universal too!,0.1511,30
7834,still gutted that man utd lost,-0.3182,30
7835,alicias tonight? idkkkk. ughhh,0.0,30
7849,check out q100 right now..99.7,0.0,30
4029, heeeeey baby ? where are you?,0.0,30
23201, i do too!! sounds interesting,0.508,30
7634,wants to go back to charleston,0.0,30
19151,is waiting for foreigner start,0.0,30
7301, i really am going to miss you,-0.1531,30
19515, yay! i can`t wait to read it.,0.5707,30
25670, wooohooo! i`m fourth row back,0.0,30
3078,home from china & back to work,0.0,30
10923,going to workout + swin... fun,0.5106,30
15668,fuuudge. movie store is closed,0.0,30
19496, ... yes.  that`s what i said.,0.4019,30
4235,"#3wordsaftersex  ow, rug burns",0.0,30
19456, you know you love it   stat-k,0.6369,30
19421,  i hope you have a nice sleep,0.6908,30
4201, looks like both to me alison.,0.3612,30
10791," thanks, the more, the merrier",0.7076,30
24013, hey  why thankyou. how`s u? x,0.0,30
15839, happy anoop day to you monica,0.5719,30
1852, ahh retweet everything i say!,0.0,30
17601,is watching the cat in the hat,0.0,30
22970,had an awesome time with  and ,0.6249,30
25475,morning.. coffee and fresh air,0.3182,30
23972,it was t4 i think hannah  ****,0.0,30
10620,bank holiday in london! woohoo,0.7424,30
1920,chocolate milk and subway. mmm,0.0,30
17549,upsidedown tomato plants died!,-0.5983,30
7586,thinks she`s getting sick.....,0.0,30
17547, what r u stressin` bout mare?,0.0,30
23041,six feet under theme is on jjj,0.0,30
16058, like almost above my sholders,0.3612,30
7872,it`s freezing and raining here,-0.1027,30
23223,"gmorning   ooh giirll, mondays",0.0,30
7924, still sad about samantha who?,-0.4767,30
3647,i`m miserable with my boredom.,-0.6705,30
23551,daaaaang. up: in 3d.. sold out,0.0,30
18435, games? just wanted to clarify,0.0,30
17160, i want her more on survivor!!,0.5665,30
9810,  youstinkatrespondingtotexts!,0.0,30
9521,its castiel!!!!  [ the angle ],0.0,30
23591,i think june gloom has arrived,-0.5574,30
24744,"_zero its cool, and thats good",0.6369,30
16923,sinus headaches suck big time!,-0.4926,30
18364,out with  &  i am soooo hungry,0.0,30
16945, who you snugglin with tila???,0.0,30
2559,is going to rye house speedway,0.0,30
17133, kids attacking your keyboard?,-0.4588,30
3449, don`t know  and no not at all,-0.296,30
24705,anticipating a tough day ahead,-0.128,30
8371,i`m new!!!!! dunno whatta doo!,0.0,30
16982,it`s gonna be a super long day,0.5994,30
23644, you will never be the same...,0.0,30
9572,really really getting excited!,0.4997,30
24670, i havent laid my verse yet...,0.0,30
24601,is watching wolverine at last.,0.0,30
9602,happy star wars day to you all,0.0258,30
2657, haha **** you not inviting me,0.2589,30
17079,hey  sorry about your headahce,-0.0772,30
24652,woke up from bad dream.  grrrr,-0.3612,30
18477, thank you! i appreciate that.,0.6696,30
8544,i should stop trying to reach ,-0.2732,30
23464," hey, nothing wrong with that!",0.4303,30
23463,chilling feeling really nice..,0.1027,30
18827,hi anyone there?!!!!!!!!!!!!!!,0.0,30
2228, wow  that had to be difficult,0.3182,30
24380,gahh!! i`m so tired right now.,-0.6514,30
23256,happy mothers day  all my love,0.836,30
16460,"_sockso_o: i`m sorry, shannon.",-0.0772,30
2846,i don`t ship out until october,0.0,30
23833,drinking cordial  yes im bored,0.1531,30
8014,had a great night with friends,0.802,30
23312, woo hoo - we have that recipe,0.4767,30
24415,my knees are sore after physio,-0.3612,30
2320,i feel slightly sick now  #bgt,-0.4601,30
10061,thinking bout maddies comments,0.0,30
17829,  i thought you liked the name,0.4215,30
2335, i am!  going on a hike today!,0.0,30
24918,	really?? oh.. sorry yall  lol,0.3781,30
24898, i found out this morning too.,0.0,30
3722," if i do that, i`ll have no pc",-0.296,30
9400,05/30 - first session  yay me!,0.5707,30
16714,taking requests for nkkairplay,0.0,30
23415,happy mothers day to all mom`s,0.5719,30
18567, wow thot we`d lost ya lol lol,0.7964,30
9421,wating for the next metal gear,0.0,30
24855, i didn`t see this until after,0.0,30
24515,today was such a horrible dayy,-0.5423,30
2436, ha! i know..i`m very ashamed.,-0.3149,30
2440,shopping tomorrow? i think yes,0.4019,30
17298, omg kool. i`m not on the road,0.0,30
15649, thats great babe!! congrats!!,0.8647,30
17048, we keep very different hours.,0.0,30
19597,has just arrived in singapore.,0.0,30
10958, i`m with ya on that one girl!,0.0,30
22744,nature has just called me  brb,0.0,30
15479, heey  your awsome. god bless.,0.5994,30
11144, uh oh u gonna fire somebody??,-0.4137,30
7223, !!! tell everyone i say hello,0.0,30
15604, aww preciate the loves hunnie,0.5719,30
15550,#happy mother`s day euch allen,0.0,30
19692,"ok, i want to quit my job.....",0.3612,30
22724, what if we are in england?  x,0.0,30
8985,is gonna have an irish wedding,0.0,30
15448,off to dinner with  & his fam.,0.0,30
15620," not this part, unfortunately.",0.2584,30
4313,on my way to driver`s training,0.0,30
4273,i am not doing much  all well!,0.3382,30
22762,my new picture won`t upload!!!,0.0,30
15633, aw you are and you`re welcome,0.4588,30
25845, yep.  working on the post now,0.296,30
4368, i dont want you to go to india,-0.0572,31
23466,well it`s official i have strep,0.2732,31
9902,awww bless her. she made me cry,-0.0772,31
19593,i dont feel good at all. fuckkk,-0.3412,31
17207, mee too it`s looks amazeeeeeee,0.0,31
22267,is actually feeling awake today,0.128,31
4373,i`m going to obu for the night.,0.0,31
18169, i miss standing next to you...,-0.1531,31
26466,working!   i am so ready to go.,0.5474,31
16806,english exam! bleh i hate vocab,-0.6114,31
19786,i wish i had more chicken wings,0.4019,31
4760,"3,144 words later, it`s bedtime",0.0,31
27409, did you find the colossus yet?,0.0,31
990,work in that heat is horrible !,-0.5848,31
18518, doing okay. how are you doing?,0.2263,31
24506, purrrrs.... ooooh that will do,0.0,31
17814, that sounds cool! post video!!,0.4898,31
17436, es imposible no amar starbucks,-0.296,31
9889,this hot day is making me tired,-0.4404,31
21837,i feel like dyeing right now...,0.3612,31
24842, to go in their next live chat.,0.0,31
5019, twitter tends to do that to us,0.0,31
26741, have fun without me pasty  <33,0.5106,31
26433,"srsly, nobody evr reply`s 2 me.",0.0,31
26432,played okami for 14 hours today,0.34,31
11904,going with chantal to her aunt.,0.0,31
679,thanks to all my new followers!,0.4926,31
6228,   grats to aaron and christine,0.0,31
16210,stupid msn it wont let me onnnn,-0.5267,31
7747,great song  http://bit.ly/evluw,0.6249,31
359,i think i need some new friends,0.4767,31
25914, i can`t get it to load for me.,0.0,31
209, thanks. before the major chop.,0.4404,31
7773,jennnnnn richhhh wast to the ed,0.0,31
22290,fun day with boo. short but fun,0.765,31
1408, lol! ahhh well its a good song,0.7959,31
653,wide awake and grouchy as ****.,-0.4404,31
19760, i never liked that boy  jerms!,-0.3867,31
1058,i think i just good stood up...,0.4404,31
33, that`s very funny.  cute kids.,0.7559,31
20983,checkin out what new on twitter,0.0,31
19114,  know. hahah xd what cha doin?,0.5859,31
6711,at work... what a miserable day,-0.4939,31
9515, they won`t  guys are retarded!,-0.6114,31
4024," awe i am sorry, probably true.",0.3612,31
13467,last day i`m la. i am so so sad,-0.653,31
20722,another bday w a special friend,0.7096,31
25760, really was the best night ever,0.6666,31
4706,is wishing good night everybody,0.5859,31
6720,had an awesome pedicure today!!,0.6892,31
16103,in faa thaa night  movie night?,0.0,31
18437,feeling pretty tired and lonely,-0.1779,31
24240,"back at home,11 hours till work",0.0,31
14792,woo! nachos and ice cream  haha,0.75,31
20188," oh, that sounds bed..poor girl",0.0,31
1054,_s make me tea pleaseeeeeeeeeee,0.0,31
23539,don`t we all love bank holidays,0.7783,31
24818,had a ton of fun w muffin today,0.5106,31
17429,the time is not my friend today,-0.3875,31
5897, gray! .... i so feel neglected,-0.6086,31
13496, weekend is going great  yours?,0.6249,31
12971,haha ashley tisdale is on again,0.4588,31
11849, nope  het is lost&found he ;-),0.25,31
24539, does this happen every monday?,0.0,31
8255,what am i doing? what can i do?,0.0,31
13724,i can`t find my tennis racket!!,0.0,31
22303,do some research for my article,0.0,31
177,i need to get my computer fixed,0.0,31
10483, i would watch if i was at home,0.0,31
9196,needs to wash her cats. uncool.,0.0,31
5398, nope probably revision  hbu? x,0.0,31
11820,taking sad to a whole new level,-0.4767,31
3264,i missed the bl***y bus!!!!!!!!,-0.5216,31
11808,"today in a week, i am 18.. yiha",0.0,31
14772, wassup m8 ... bad day not good,-0.5432,31
24795,hadnt cried in such a long time,0.2924,31
2430," yes i am, do you want to meet?",0.4588,31
18978,i`ve got nothing witty to tweet,0.0,31
18979,is taking mommy to the airport.,0.0,31
23260,wishes her love was coming home,0.7003,31
11288, what do i have? lots of stuff.,0.0,31
19749,today is going to be a long day,0.0,31
4354,_aguirre now i wish i was going,0.4019,31
25055, thank you very much rex for ff,0.6486,31
23391,kinda may have chickened out...,0.0,31
18641, stinks  what do you do anyway?,-0.25,31
8652, thanks! funny cause it`s true!,0.8475,31
20539, nope! not comin up 2nite gurl!,0.0,31
10189,may the forth be with you .....,0.0,31
25067,_marie1 hey beautiful whats up?,0.5994,31
6471,is having headache and colds...,0.0,31
2868, lol. i see what you did there.,0.4215,31
6475,i had 2 hoes .. now i have none,0.0,31
12812, lol seriously.  fail. ::sigh::,-0.34,31
27186, idkk if il get to see it again,0.0,31
24887,my ti89 died. i don`t know why.,-0.5574,31
2240,"yep, one of those nights again.",0.296,31
15469,catching up on my teevee shows.,0.0,31
22641,on the phone w. chantellie ! <3,0.4926,31
18736,made it home..night my twitties,0.0,31
18097, be patient  you`ll get it soon,0.0,31
10069,ncp no longer has job placement,-0.296,31
21713,"_ofoz cool, catch you laterz!!!",0.4898,31
18694,thank god we finally found her!,0.5983,31
16585,friday tubes at work are slow..,0.0,31
16598,happy mother`s day to all moms!,0.6114,31
7073,time to lie in bed and watch tv,0.0,31
12849, thanks and cheers back at you.,0.7184,31
17273, something we all need sometime,0.0,31
287,is getting the hang of twitter.,0.0,31
27154, what about me  i miss you too!,-0.2244,31
10099,loves her david soooooo much <3,0.765,31
20514,is back from a weekend get away,0.0,31
17311, hell if i know.  i`m suffering,-0.8271,31
13616,i wish my drems could come true,0.6705,31
8628,now im crying....  poor thing..,-0.4767,31
18066, go for it! chinese sounds yum!,0.0,31
26653,  u think i could call u tnite?,0.0,31
800,prd take a long time to review!,0.0,31
16431, hiya! how are you doing today?,0.0,31
6490,in the university with hungry!!,0.0,31
20393,sitting at the doctor`s office.,0.0,31
5514," juice! i miss juice, any fruit",-0.2244,31
13698,does not feel good at all today,-0.3412,31
6285, i`ll go to the movies with you,0.0,31
11975, i miss your dance friends too.,0.3612,31
15344,rele doesnt want to leave lfpa.,-0.0191,31
8188, 20 at least hugh  happy trails,0.5719,31
3918, so glad i`m not at uni anymore,0.5095,31
7812,nothing to do on a friday night,0.0,31
16733, hello may you have a great day,0.6249,31
16295,  welcome to my network buddies,0.4588,31
21159,"is chillin`, listening to tunes",0.0,31
23806,  u don`t know harajuku lovers?,0.5267,31
6584, wow. hehehe. mushy-mushy mode.,0.5859,31
7087,roasting to most probably death,-0.6344,31
11953,does not like ups much today...,-0.2755,31
7637,i want to be like horatio caine,0.4215,31
211,just got up and updated my ipod,0.0,31
14312,14 more days with slow internet,0.0,31
21656," yea, feel like im bein ignored",0.0516,31
23164,does not know hot twitter works,0.0,31
4339,trader joe`s 'sushi' is a fail.,-0.5423,31
8157,really wants to buy new clothes,0.0,31
12191,@_c_a_s_ im mad it wasnt scarey,-0.2363,31
12196, wish you we`re coming to perth,0.4019,31
21131,is resting. ahhhhh. i feel good,0.4404,31
2879, was jus so excited t c ur name,0.4795,31
18876, its just one of those days....,0.0,31
8921,i need some serious cheering up,0.4588,31
2181,_654  it`s this damp weather...,0.0,31
26696,happy mothers day to heidi klum,0.5719,31
23433,i feel like i have to throw up.,0.3612,31
25121, i was right about the wave off,0.0,31
2887,just got up  wheres the sun? =o,0.0,31
237, always have wanted to go to oz,0.0,31
11097," it could be a bad idea, hayley",-0.5423,31
7854, or your mobile doesn`t like me,0.3612,31
25132, i absolutely love you.  thanks,0.8251,31
18926,where has my sleep run off to??,0.0,31
14595,****....game starts in 30 min!!,0.0,31
18584, i **** love the **** internet.,0.6369,31
6515,  hi kendra whats up? follow me,0.0,31
16066,"oops, they don`t open until 9am",0.0,31
23085,plus.. janessa hurt my feelings,-0.5267,31
155,mmmmmmmm... ? it in the morning,0.0,31
15866,studying for my exams....boring,0.0,31
1197, im sure jont wont mind sharing,-0.0083,31
3041, i love paramore!  welcome back,0.8172,31
1515, don`t worry. you`ll be 38 soon,-0.4404,31
15405, it does but that game doesn`t.,0.0,31
11567,i am so jelz. i want a house. >,0.1477,31
12661,  wow that is a scary statistic,0.1531,31
4178,grad present photos on facebook,0.0,31
19996,happy mother`s day to your moms,0.5719,31
12513," you, my friend, are a true fan",0.8074,31
22939,"c`mon people, today is #juddday",0.0,31
15828, whaaat. i still have next week,0.0,31
23735,i want to play parachute games.,0.4019,31
3045,you forgot your fans too!  haha,0.5093,31
6911, i wish i was home in bed naked,0.4019,31
22712,awwwwwwww man my baby dried up.,0.0,31
4696," babe  ive been aight, urselff?",0.0,31
10720,**** traffic. going to be late!,0.0,31
13820,just made breakfast for her mom,0.0,31
12466,oh darn. lost another follower.,-0.3182,31
23987, a group of people naked  woooh,0.0,31
8846, oh ok  i guess next time then!,0.3595,31
12698,"all right, time for happy face.",0.5719,31
25523,_kid congrats; im still jobless,0.5267,31
26213,moving today!!  i`m so excited!,0.6114,31
3, what interview! leave me alone,-0.3595,31
6913, haha finally !!  hiii friend .,0.7772,31
11640, i guess it wasnt meant to be..,0.0,31
5119, haha. that`s awesome. good job,0.875,31
14953,having fever  dont feel to work,0.0,31
1840,lakers tomorrow  kb and df ftw!,0.5093,31
12473,with my jordie for a little bit,0.0,31
11628, thanks! i love a good bargain.,0.902,31
15408,happy mama`s day to all mothers,0.5719,31
17611,i am having the time of my life,0.0,31
15397,21 days away from being evicted,0.0,31
24086,im glad i can make sumone smile,0.6705,31
13959,"_aureole oh my gosh, so cute!!!",0.6949,31
22922,just got a shot on my arm. eww.,0.0,31
13161, so what does that make a queef,0.0,31
10905,football session after this.fun,0.0,31
21512, i tried both.  is unstoppable.,-0.2023,31
9025,handed in. can relax a bit now.,0.4404,31
11474,just signed up on twitter! yay!,0.6103,31
17036, must go to strawberry fields!!,0.0,31
13138, lucky. winter is coming for us,0.4215,31
15094, i`m the heir to the over draft,0.0,31
26991, aww  i will keep sending it ;),0.2263,31
22563,going to the movies with clancy,0.0,31
6986,watching 'knowing' and lovin it,0.0,31
12613,my tree tipped over in the lawn,0.0,31
6999,time to rinse out my conditoner,0.0,31
24644,i dont get how to use twitterr!,0.0,31
6010,exploring twitter`s world! me 2,0.0,31
21508, no wonder your running son....,-0.296,31
1333,"out with bre, jimmy, and jon p?",0.0,31
19562," hehe, you`re an expert now eh?",0.0,31
15699,rickroll`d by itunes on shuffle,0.0,31
15704, that sigh doesn`t sound happy.,0.5859,31
1771,  you better come back soon! <3,0.7263,31
8418,about to rehearse...starving!!!,0.0,31
4213,ugh i can`t breathe right today,-0.4215,31
17061,is jay leno`s last show tonight,0.0,31
7381,and were going to pune tomorrow,0.0,31
10852,he keeps makingfun of my typos!,0.0,31
15727,maitreya for bobby`s bday!  yay,0.5707,31
26072," haha, dork  was it good, then?",0.5423,31
15083,sick daddy  send prayer his way,-0.5106,31
19474,ugh have to report again monday,-0.4215,31
5522, but he got to do it with effy!,0.0,31
7350,_b_judah i am too old for vegas,0.0,31
13852,"_caine i saw it, it made me sad",-0.4767,31
452, lol. just don`t ever forget me,0.2263,31
13900, is not too hot and not to cold,0.0,31
8871, hahaha i have a bob marley one,0.5574,31
9651, seems like a win win situation,0.8779,31
3014,"is aching from rugby, good game",-0.0772,31
27034,sometimes i wish i was a warden,0.4019,31
10610,_carter vid is marked private..,0.0,31
6781," yea, us 3 and max  poor trivun",-0.4767,31
10571,it`s too hot.  i don`t like it.,0.3612,31
14853,i was too slow to get $1 up tix,0.0,31
12732,yes we can  make it ......obama,0.4019,31
20147, take that back. i am insulted.,-0.5106,31
7244, take me with you!!!  have fun!,0.6671,31
26246,my uncle isn`t coming after all,0.0,31
5076,i have become my mothers slave.,0.0,31
21931, lol we`re such twitter addicts,0.4215,31
23022, yayy! i cant wait to see them!,0.0,31
25422,#test seo smo marketing  try it,0.0,31
15980,  he didn`t come to school 2day,0.0,31
27306,i soo wanna eat mcdonalds fries,0.0,31
16884, around better..  how are you ?,0.0,31
7259,hi beautiful! how`s it going?  ,0.636,31
8299, i wanna be drinking at the pub,0.0,31
5938,"  thankyou very much, you rock!",0.0,31
8898,spending mother`s day with mom.,0.0,31
1940,everything is annoying me today,-0.4019,31
9524,"cooking microwave pizzas, yummy",0.5267,31
6120, it says lo`s page doesnt exist,0.0,31
27064, happy b-day ma freaaaaaaak  <3,0.765,31
27065,"yes, rays beat the red sox 14-5",0.4019,31
21587,"i hate life at the mo, it sucks",-0.7351,31
3236,first day at the new job! yeah!,0.4184,31
19567,at nosely safari park with leah,0.0,31
1884,the seat was a nice place to go,0.4215,31
25490,"talkshow with larry, then cage?",0.0,31
9734,its two o clock in the morning!,0.0,31
26295,is charleston bound for the day,0.0,31
3216,hope`s she see her bestie today,0.0,31
15421,i`m really full and i feel sick,-0.5106,31
14085,love my mommy happy mothers day,0.836,31
23048," oh aye.....he rocks, shes ****",0.0,31
20977,has finally found her new flat.,0.0,31
22824,just got back home... bored now,-0.2732,31
14919, one of my favorite quotes ever,0.4588,31
15961,_ yaaaay mish is following gab!,0.0,31
9749, wifeyyyyyy  me no likey u siky,-0.296,31
4125, was actually done by my cousin,0.0,31
8783,up and at work im ina good mood,0.4404,31
2550, you guys are an awesome couple,0.6249,31
2332, oh no fair.... thats in 9 hours,-0.296,32
16701,not a very good day at the house,-0.3865,32
21831,its my bday!!! i`m gettin older!,0.0,32
11256, i guess thats just how i am lol,0.4215,32
16889,   still no shout out for spider,-0.296,32
18258,_xo oh and i know brody and erin,0.0,32
12579, how do you spell ppphhhhhttttt?,0.0,32
14217,got it? good. happy mothers day!,0.784,32
6336,"enough for today, good night all",0.4404,32
11179,guy coming to see my car is late,0.0,32
6173,i hate being sick. i miss   and ,-0.8225,32
3474,  i should be doing history.....,0.0,32
20555,thinkin` twitter is interesting.,0.4019,32
15381,internet is painfully slow today,-0.5267,32
14377,hugh isn`t on it  lied last week,-0.3818,32
22045,"hey girlie, how are you doing?  ",0.0,32
13920,_rex_513 i`m working all weekend,0.0,32
16846, would get u some if u were here,0.0,32
13664,chillaxing really  yeah man hehe,0.3597,32
8916, of course lol about to eat more,0.4215,32
21067,i really don`t like this weather,0.4173,32
14180,my twitter has been hacked again,-0.4019,32
5185,  the construction lookd familar,0.0,32
13210," hey, not anymore. i`m back now.",0.0,32
17302,boring. i wanna go for taekwando,-0.3182,32
378,_30439 i really wish i could go!,0.5081,32
645,waiting for 5:00 & having cramps,0.0,32
13653, i agree  pre decided i think...,0.3612,32
1460,i dont think he`s ganna text me.,0.0,32
9650,"on my way to work, i`m kinda sad",-0.4228,32
19733, ...i will take some...i am tiny,0.0,32
17191,see ftsk tonight in grand rapids,0.4588,32
17279," hello, i`m great!  how are you?",0.6588,32
24771,just got home  interesting night,0.4019,32
18203, haha  i did! many times before!,0.555,32
5854,broken my leg  comment me please,-0.2023,32
11139,i no longer have a ticket for ny,-0.296,32
24624,i dont want the seniors to leave,-0.1083,32
9508, dude what? i wannnnaaaa goooooo,0.0,32
10001,well - looks like hurdle is out.,0.5574,32
9615,  happy mother`s day to your mum,0.5719,32
317,today is a busy day. exhausting!,-0.4199,32
3383,****.. my legs are sun burned...,0.0,32
13855,_kearley that`s twitter for you.,0.0,32
8354,today is a good day but its cold,0.2382,32
23672,worried about mr. socks tonight.,-0.296,32
545, hay wats ur aim? we should chat,0.0,32
5226,morning...is anyone out there???,0.0,32
24821, got it. welchs grape too please,0.3182,32
2771, sorry i couldn`t fit hal`s name,0.296,32
20697,seriously though. amazing night.,0.4767,32
7138,talking to my babe  he`s amazing,0.5859,32
17122,_cera that is so awesome  awwww.,0.7384,32
24848,wish i can go to the roots pinic,0.4019,32
23626, time to learn another language?,0.0,32
3551,_hawt hmm..  interesting choice.,0.4019,32
2537," sorry, that was a bit negative!",-0.6476,32
16813,darn i dont have guitar tomorrow,0.0,32
24094,ooo how i love a bank holiday  x,0.7845,32
727,easties you can go there anytime,0.0,32
12690, the closest is a good two hours,0.4404,32
15359,in a rush....   lunchtime anyway,0.0,32
366," haha im jewish, i love that one",0.802,32
3132,: oh its begun long before this!,0.0,32
12270, i dunno...i thought i was funny,0.4404,32
2449,beer pong and dubstep. good nite,0.4404,32
21997,can`t wait for the next twitter.,0.0,32
22669," bummer, bro, sorry to hear that",-0.4404,32
20773,no more mtn. dew in mini-fridge.,-0.296,32
23462, miss you in that 70s show!!!!!!,-0.4153,32
16967,ugh 2 days whatever to somewhere,-0.4215,32
19675,mexican! that`s what i`m craving,0.0,32
11167," i have a question for you, ali.",0.0,32
20775,fighting with mum on mothers day,-0.3612,32
5121, oops i meant 19th  snowdaysss..,0.0,32
27018,@_callmecourt always welcome hun,0.4588,32
5875,the tip of my finger hurts  lmao,0.2023,32
4380,: just got home from drews bday.,0.0,32
12330, hi...!!! who is mary poppins???,0.0,32
14130, your stfu e3 list link is broke,-0.4215,32
16712,everyone we have another hater  ,-0.4215,32
12656, what are you doing up so early?,0.0,32
14358, seriously...it only gets sadder,-0.5267,32
13958, no way man! i like 21 year olds,0.1511,32
5544, okay thank you! i can`t find it,0.5707,32
9779, honey is great for your health!,0.6588,32
24653, just the mother of all bad days,-0.5423,32
18148, aww  loves you! way too cute ;),0.8356,32
22663,i feel like i`m on house arrest.,0.0258,32
22700,omg..5 days till 1st state exam!,0.0,32
375, aww i miss driving down elmwood,-0.1531,32
3516, wasnt it sad?  was the 3d good?,0.7017,32
2616,another day @ casino de montreal,0.0,32
8150,such a headache  it`s killen me!,0.0,32
442,aaaaaw i want to live in the usa,0.0772,32
24103,if my phone dies i will die too!,-0.636,32
20597,i`m just sooo in love....i think,0.0,32
3439, you said you **** up your nose!,0.0,32
13996, what happened? who`s the jerk!?,0.0,32
9526,i love crowded cars  and ayanna!,0.6696,32
